X,Y,施設名,施設名かな,施設名（施設名かな）,所在地,地区名,TEL,FAX,詳細情報,開館時間,URL,バリアフリー情報,駐輪場 PC,駐輪場 携,大分類,小分類,カテゴリ,アイコン番号,施設ID
135.552294,34.608851,平野若葉会病院,ひらのわかばかいびょういん,平野若葉会病院（ひらのわかばかいびょういん）,平野区瓜破２丁目１－１９,平野区,06-6799-1010,06-6799-1081,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,95420
135.556816,34.608166,医療法人正和病院,いりょうほうじんせいわびょういん,医療法人正和病院（いりょうほうじんせいわびょういん）,平野区瓜破東１丁目５－５,平野区,06-6709-8886,06-6708-7671,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,95418
135.484858,34.608036,友愛会病院,ゆうあいかいびょういん,友愛会病院（ゆうあいかいびょういん）,住之江区浜口西３丁目５－１０,住之江区,06-6672-3121,06-6675-8903,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,95416
135.476393,34.62136,南港病院,なんこうびょういん,南港病院（なんこうびょういん）,住之江区北加賀屋２丁目１１－１５,住之江区,06-6685-8801,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,95414
135.48254,34.618597,南大阪病院,みなみおおさかびょういん,南大阪病院（みなみおおさかびょういん）,住之江区東加賀屋１丁目１８－１８,住之江区,06-6685-0221,06-6685-0008,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,95415
135.477785,34.664849,ほくとクリニック病院,ほくとくりにっくびょういん,ほくとクリニック病院（ほくとくりにっくびょういん）,大正区三軒家西１丁目１８－７,大正区,06-6554-1399,06-6554-3199,,基本となる診療時間間  9:00-11:30 ,https://www.mfis.pref.osaka.jp/ap/qq/dtl/pwdetaillt01_002.aspx?kikancd=1270005620,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,95413
135.567169,34.689184,新協和病院,しんきょうわびょういん,新協和病院（しんきょうわびょういん）,鶴見区今津南1-5-8,鶴見区,06-6969-3500,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,95193
135.560657,34.702362,本田病院,ほんだびょういん,本田病院（ほんだびょういん）,鶴見区鶴見4-1-30,鶴見区,06-6939-6251,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,95194
135.573424,34.703231,和田病院,わだびょういん,和田病院（わだびょういん）,鶴見区横堤3-10-18,鶴見区,06-6911-0003,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,95195
135.563017,34.702195,コープおおさか病院,こーぷおおさかびょういん,コープおおさか病院（こーぷおおさかびょういん）,鶴見区鶴見3-6-22,鶴見区,06-6914-1100,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,95196
135.5658603,34.69052442,藍の都脳神経外科病院,あいのみやこのうしんけいげかびょういん,藍の都脳神経外科病院（あいのみやこのうしんけいげかびょういん）,鶴見区放出東 2-21-16,鶴見区,06-6965-1800,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,95197
135.4650843,34.68441961,大阪暁明館病院,おおさかぎょうめいかんびょういん,大阪暁明館病院（おおさかぎょうめいかんびょういん）,此花区西九条5－4－8,此花区,6462-0261,6462-0362,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,1350
135.4849541,34.66559064,有田医院（病児保育施設）,ありたいいん（びょうじほいくしせつ）,有田医院（病児保育施設）（ありたいいん（びょうじほいくしせつ））,浪速区桜川４丁目１１－１６,浪速区,６５６２－１６０５,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,134,95018
135.5538859,34.66732508,公道会病院,こうどうかいびょういん,公道会病院（こうどうかいびょういん）,東成区大今里南5-5-23,東成区,06-6976-3081,06-6971-7293,介護療養型医療施設,,http://kodokai.or.jp/kodokai-hospital/,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3429
135.5385833,34.62304403,中野休日急病診療所,なかのきゅうじつきゅうびょうしんりょうしょ,中野休日急病診療所（なかのきゅうじつきゅうびょうしんりょうしょ）,東住吉区中野2丁目1番20号,東住吉区,06-6705-1612,,,,http://www.city.osaka.lg.jp/kenko/page/0000007901.html ,http://www.osaka-bfmap.jp/sisetu_data/data/220901.php?bunrui=1&amp;name=22.php,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3314
135.5423441,34.66763317,今里休日急病診療所,いまざときゅうじつきゅうびょうしんりょうしょ,今里休日急病診療所（いまざときゅうじつきゅうびょうしんりょうしょ）,東成区大今里西3丁目6番6号,東成区,06-6972-0767,,,,http://www.city.osaka.lg.jp/kenko/page/0000007895.html ,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3416
135.4866254,34.71995153,十三休日急病診療所,じゅうそうきゅうじつきゅうびょうしんりょうしょ,十三休日急病診療所（じゅうそうきゅうじつきゅうびょうしんりょうしょ）,淀川区十三東1丁目11番26号,淀川区,06-6304-7883,,,,http://www.city.osaka.lg.jp/kenko/page/0000007897.html ,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,9186
135.4990922,34.60810283,沢之町休日急病診療所,さわのちょうきゅうじつきゅうびょうしんりょうしょ,沢之町休日急病診療所（さわのちょうきゅうじつきゅうびょうしんりょうしょ）,住吉区千躰2丁目2番6号,住吉区,06-6672-6021,,,,http://www.city.osaka.lg.jp/kenko/page/0000007907.html ,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,398
135.4646811,34.68350806,西九条休日急病診療所,にしくじょうきゅうじつきゅうびょうしんりょうしょ,西九条休日急病診療所（にしくじょうきゅうじつきゅうびょうしんりょうしょ）,此花区西九条5丁目4番25号,此花区,06-6464-2111,,,,http://www.city.osaka.lg.jp/kenko/page/0000007904.html ,http://www.osaka-bfmap.jp/sisetu_data/data/040902.php?bunrui=1&amp;name=4.php,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,1278
135.5260808,34.705544,都島休日急病診療所,みやこじまきゅうじつきゅうびょうしんりょうしょ,都島休日急病診療所（みやこじまきゅうじつきゅうびょうしんりょうしょ）,都島区都島南通1丁目24番23号,都島区,06-6928-3333,,,,http://www.city.osaka.lg.jp/kenko/page/0000007899.html ,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2991
135.4850024,34.67638603,中央急病診療所,ちゅうおうきゅうびょうしんりょうしょ,中央急病診療所（ちゅうおうきゅうびょうしんりょうしょ）,西区新町4丁目10番13号,西区,06-6534-0321,,,,http://www.city.osaka.lg.jp/kenko/page/0000007881.html ,http://www.osaka-bfmap.jp/sisetu_data/data/060901.php?bunrui=1&amp;name=6.php,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2095
135.5003643,34.64914992,大阪社会医療センター付属病院,おおさかしゃかいいりょうせんたーふぞくびょういん,大阪社会医療センター付属病院（おおさかしゃかいいりょうせんたーふぞくびょういん）,西成区萩之茶屋1丁目3番44号,西成区,06-6649-0321,06-6645-5410,病院,,http://www12.ocn.ne.jp/~osmc/,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3623
135.4791914,34.678603,大阪掖済会病院,おおさかえきさいかいびょういん,大阪掖済会病院（おおさかえきさいかいびょういん）,西区本田2-1-10,西区,06-6581-2881,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2098
135.4745793,34.66859969,多根総合病院,たねそうごうびょういん,多根総合病院（たねそうごうびょういん）,西区九条南1－12－21,西区,06-6581-1071,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2092
135.509583,34.60062789,あびこ病院,あびこびょういん,あびこ病院（あびこびょういん）,住吉区我孫子3丁目3番20号,住吉区,06-6691-1155,06-6698-8054,区内救急病院,,http://www.abikohp.sumiyoshi.osaka.jp/,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,1525
135.5051249,34.61679989,大阪府立急性期・総合医療センター,おおさかふりつきゅうせいき・そうごういりょうせんたー,大阪府立急性期・総合医療センター（おおさかふりつきゅうせいき・そうごういりょうせんたー）,住吉区万代東3丁目1番56号,住吉区,06-6692-1201,06-6602-7000,区内救急病院,,http://www.gh.opho.jp,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,502
135.4818082,34.62882203,山本第三病院,やまもとだいさんびょういん,山本第三病院（やまもとだいさんびょういん）,西成区南津守4-5-20,西成区,06-6658-6611,06-6652-9553,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3622
135.4954642,34.64175,千本病院,せんぼんびょういん,千本病院（せんぼんびょういん）,西成区松1-1-31,西成区,06-6657-3711,06-6652-2322,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3619
135.4969282,34.64796383,大和中央病院,だいわちゅうおうびょういん,大和中央病院（だいわちゅうおうびょういん）,西成区長橋1-2-7,西成区,06-6632-6181,06-6632-6133,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3620
135.4996831,34.64265611,杏林記念病院,きょうりんきねんびょういん,杏林記念病院（きょうりんきねんびょういん）,西成区天下茶屋1-18-24,西成区,06-6652-5111,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3624
135.5086081,34.646767,市立大学医学部附属病院,しりつだいがくいがくぶふぞくびょういん,市立大学医学部附属病院（しりつだいがくいがくぶふぞくびょういん）,阿倍野区旭町1-5-7,阿倍野区,06-6645-2121,,,,http://www.med.osaka-cu.ac.jp/hosp/,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,1712
135.5500921,34.63610817,生野愛和病院,いくのあいわびょういん,生野愛和病院（いくのあいわびょういん）,生野区巽南5丁目7番64号,生野区,06-6791-7800,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,768
135.5398391,34.64250014,大生病院,たいせいびょういん,大生病院（たいせいびょういん）,生野区田島6丁目4番1号,生野区,06-6758-3301,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,102
135.540108,34.64721114,村田病院,むらたびょういん,村田病院（むらたびょういん）,生野区田島4丁目2番1号,生野区,06-6757-0011,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,774
135.4686946,34.67311106,吉川病院,よしかわびょういん,吉川病院（よしかわびょういん）,西区九条南3-29-14,西区,06-6583-4114,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2094
135.4883609,34.64929697,藤田記念病院,ふじたきねんびょういん,藤田記念病院（ふじたきねんびょういん）,西成区長橋3-6-45,西成区,06-6567-0881,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3626
135.488553,34.65744403,浪速生野病院,なにわいくのびょういん,浪速生野病院（なにわいくのびょういん）,浪速区浪速東2-13-19,浪速区,06-6561-1021,06-6567-2521,,,http://naniwaikuno.web.fc2.com/index.html,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2683
135.5059691,34.65898911,若弘会病院,わかこうかいびょういん,若弘会病院（わかこうかいびょういん）,浪速区日本橋4-7-17,浪速区,06-6632-0358,06-6644-1099,,,http://www.wakakoukai.or.jp/0405w_right3041.htm,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2636
135.5049969,34.65751903,愛染橋病院,あいぜんばしびょういん,愛染橋病院（あいぜんばしびょういん）,浪速区日本橋5-16-15,浪速区,06-6633-2801,06-6634-3180,,,http://www.aizenen.or.jp/byouin/index.html,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2645
135.5212359,34.65885314,大阪警察病院,おおさかけいさつびょういん,大阪警察病院（おおさかけいさつびょういん）,天王寺区北山町10‐31,天王寺区,06-6771-6051,,,,http://www.oph.gr.jp/,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2921
135.5249752,34.65712519,ＮＴＴ西日本大阪病院,えぬてぃてぃにしにほんおおさかびょういん,ＮＴＴ西日本大阪病院（えぬてぃてぃにしにほんおおさかびょういん）,天王寺区烏ヶ辻2-6‐40,天王寺区,06-6773-7111,,,,http://www.ntt-west.co.jp/osaka-hosp/,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2922
135.47315,34.668983,多根記念眼科病院,たねきねんがんかびょういん,多根記念眼科病院（たねきねんがんかびょういん）,西区境川1-1-39,西区,06-6581-5800,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2091
135.4949252,34.66708606,富永病院,とみながびょういん,富永病院（とみながびょういん）,浪速区湊町1-4-48,浪速区,06-6568-1601,06-6568-1608,,,http://www.tominaga.or.jp/,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2666
135.4894329,34.66899186,なにわ病院,なにわびょういん,なにわ病院（なにわびょういん）,浪速区幸町2-3-11,浪速区,06-6568-2681,06-6568-0818,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2613
135.493414,34.67026706,大野記念病院,おおのきねんびょういん,大野記念病院（おおのきねんびょういん）,西区南堀江1-26-10,西区,06-6531-1815,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2096
135.4758456,34.67458161,内藤病院,ないとうびょういん,内藤病院（ないとうびょういん）,西区九条1-15-23,西区,06-6581-0085,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2093
135.4955059,34.67380589,北堀江病院,きたほりえびょういん,北堀江病院（きたほりえびょういん）,西区北堀江1-10-6,西区,06-6531-3038,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2097
135.5254191,34.66466892,大阪赤十字病院,おおさかせきじゅうじびょういん,大阪赤十字病院（おおさかせきじゅうじびょういん）,天王寺区筆ヶ崎町5‐30,天王寺区,06-6774-5111,,,,http://www.osaka-med.jrc.or.jp/,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2920
135.4716671,34.68606906,医療法人燦恵会首藤病院,いりょうほうじんさんけいかいしゅとうびょういん,医療法人燦恵会首藤病院（いりょうほうじんさんけいかいしゅとうびょういん）,福島区野田5-18-16,福島区,06-6461-1537,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3574
135.4385779,34.700953,名取病院,なとりびょういん,名取病院（なとりびょういん）,西淀川区大野2丁目1番３２号,西淀川区,06-6474-0506,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3791
135.4845058,34.67986697,日生病院,にっせいびょういん,日生病院（にっせいびょういん）,西区立売堀6-3-8,西区,06-6543-3581,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2099
135.4863189,34.68359411,山梨病院,やまなしびょういん,山梨病院（やまなしびょういん）,西区京町堀3-9-12,西区,06-6448-3031,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,2090
135.4752891,34.69201403,医療法人藤田会フジタ病院,いりょうほうじんふじたかいふじたびょういん,医療法人藤田会フジタ病院（いりょうほうじんふじたかいふじたびょういん）,福島区吉野2-10-11,福島区,06-6441-1181,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3519
135.4871172,34.68893911,住友病院,すみともびょういん,住友病院（すみともびょういん）,北区中之島5-3-20,北区,06-6443-1261,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,1802
135.4866941,34.69271386,関西電力病院,かんさいでんりょくびょういん,関西電力病院（かんさいでんりょくびょういん）,福島区福島2-1-7,福島区,06-6458-5821,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3556
135.5197308,34.68008231,国立病院機構　大阪医療センター,こくりつびょいんきこう　おおさかいりょうせんたー,国立病院機構　大阪医療センター（こくりつびょいんきこう　おおさかいりょうせんたー）,中央区法円坂2-1-14,中央区,06-6942-1331,06-6943-6467,,,http://www.onh.go.jp/mokuji/mokuji.html,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,29711
135.474486,34.69561914,医療法人友愛会松本病院,いりょうほうじんゆうあいかいまつもとびょういん,医療法人友愛会松本病院（いりょうほうじんゆうあいかいまつもとびょういん）,福島区海老江2-1-36,福島区,06-6458-7171,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3502
135.4911691,34.69908117,大阪中央病院,おおさかちゅうおうびょういん,大阪中央病院（おおさかちゅうおうびょういん）,北区梅田3-3-30,北区,06-4795-5505,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,1798
135.4944563,34.69911108,桜橋渡辺病院,さくらばしわたなべびょういん,桜橋渡辺病院（さくらばしわたなべびょういん）,北区梅田2-4-32,北区,06-6341-8651,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,1801
135.5065033,34.70571386,大阪北逓信病院,おおさかきたていしんびょういん,大阪北逓信病院（おおさかきたていしんびょういん）,北区中崎1-1-6,北区,06-6361-2071,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,1797
135.5068247,34.70521683,北野病院,きたのびょういん,北野病院（きたのびょういん）,北区扇町2-4-20,北区,06-6312-1221,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,1800
135.5303442,34.65181914,相生病院,あいおいびょういん,相生病院（あいおいびょういん）,生野区生野西3丁目2番5号,生野区,06-6731-0201,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,4770
135.5395811,34.65351692,アエバ外科病院,あえばげかびょういん,アエバ外科病院（あえばげかびょういん）,生野区勝山南4丁目6番5号,生野区,06-6715-0771,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,766
135.5404812,34.65292539,共和病院,きょうわびょういん,共和病院（きょうわびょういん）,生野区勝山南4丁目16番10号,生野区,06-6718-2221,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,771
135.5434692,34.65326717,新大阪病院,しんおおさかびょういん,新大阪病院（しんおおさかびょういん）,生野区田島1丁目16番6号,生野区,06-6758-1631,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,773
135.5408612,34.65701397,生野病院,いくのびょういん,生野病院（いくのびょういん）,生野区中川西3丁目4番7号,生野区,06-6712-3451,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,767
135.5455248,34.65818592,生野中央病院,いくのちゅうおうびょういん,生野中央病院（いくのちゅうおうびょういん）,生野区中川5丁目4番2号,生野区,06-6751-3731,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,769
135.554947,34.65587194,育和会記念病院,いくわかいきねんびょういん,育和会記念病院（いくわかいきねんびょういん）,生野区巽北3丁目20番29号,生野区,06-6758-8000,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,770
135.540717,34.67051383,東成病院,ひがしなりびょういん,東成病院（ひがしなりびょういん）,東成区大今里西2丁目7番17号,東成区,06-6981-2508,,,,http://www.occn.zaq.ne.jp/higashinari-hosp/,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3408
135.5349465,34.67465622,岩木病院,いわきびょういん,岩木病院（いわきびょういん）,東成区中道3丁目15番21号,東成区,06-6971-5851,,,,,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3438
135.5365378,34.67442719,中本病院,なかもとびょういん,中本病院（なかもとびょういん）,東成区中道4丁目13番12号,東成区,06-6972-2121,06-6972-2111,,,http://www.nakamoto.or.jp/,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3442
135.5370297,34.67416825,西眼科病院,にしがんかびょういん,西眼科病院（にしがんかびょういん）,東成区中道4丁目14番26号,東成区,06-6981-1132,,,,http://www.nishi-ganka.or.jp/,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3443
135.5460328,34.672506,朋愛病院,ほうあいびょういん,朋愛病院（ほうあいびょういん）,東成区大今里1丁目25番11号,東成区,06-6973-1122,,,,http://www.houai.or.jp/houai/,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3384
135.5589423,34.66809714,外科野崎病院,げかのざきびょういん,外科野崎病院（げかのざきびょういん）,東成区深江南2丁目20番15号,東成区,06-6971-3506,06-6971-3754,,,http://www.nozaki-hospital.com/,,,,医療・福祉,病院・診療所,医療・福祉/病院・診療所,136,3341
